d9802bca;7938433;0;2;2
2eefde42;12704813;0;0;15
619c66a8;5327422;0;2;20
73b417db;9173716;2;0;17
67903c62;12395362;1;1;5
d4bb4716;7770087;0;1;2
67043403;16226666;2;2;2
cbcb3fd3;24226531;0;1;19
6d207199;12563196;1;2;12
f9b4cae1;11684631;2;2;13
65946d3a;11343900;2;1;7
8c138317;5239863;2;1;0
013bc6c5;14322381;2;1;20
27c438ec;5605462;0;2;3
c566dd8c;6656945;2;2;18
0a7b8813;9414780;2;1;22
828fc235;10617655;2;0;15
f4c24f41;24931665;2;0;6
6a59d129;5804915;2;1;2
2e0a4a99;18188390;0;2;1
3257aae6;1524126;2;1;6
42fafef7;15820662;2;0;3
a6348275;3210935;0;1;11
b01dc935;22119250;1;1;0
7487e048;21051619;2;2;15
ddf064c2;14067753;1;2;19
8d939245;193127;0;0;7
8a41caf0;9386050;0;0;1
cea97a24;8187312;1;0;9
bd88f4b5;8848951;1;2;23
ba0b0c41;21563888;2;1;10
620e9abe;20399589;1;1;12
1c3e0b3d;9676645;0;2;0
d46204bd;3827086;0;2;8
2fd56526;20217442;2;0;2
1b690e33;6028016;1;1;23
f7d8c137;2042523;2;1;0
458fdd12;13121201;2;2;17
ab62a1b8;7205680;2;2;11
a4af6af0;1935370;0;1;0
1ee25c17;20342789;2;1;17
574e7159;4639219;2;1;19
bc415edf;19802271;1;0;15
a3bcaad9;6533387;1;0;0
54b7adaa;6165980;2;1;1
c07984a8;3273900;1;0;11
fd411041;15055070;1;2;15
83d43601;46596;1;1;7
7c692495;12365369;0;1;1
11ba3754;16462075;0;0;15
1ee1e905;1326787;1;2;11
69a31e36;17190696;0;1;9
6ad0232d;2031286;2;2;10
a22d443e;19607160;0;1;11
5340acfb;20323956;0;1;8
8b6f753d;10964208;1;1;18
e7008033;4201718;1;0;23
c51119dd;13864956;1;0;4
b19c7b83;17114179;0;2;1
913c5606;20053418;0;1;7
e3fe7f7a;13811193;0;2;14
45043c4f;18792725;0;1;4
6022df89;10631639;0;1;10
8293e0db;2350592;2;2;21
81db9196;23377945;1;0;12
7f43b61b;12361550;2;0;22
473e8c58;2170916;1;0;18
e332bf88;22085479;1;1;3
0519c234;23929358;0;1;2
403c206c;5831976;2;0;2
675feeb1;9369069;1;0;15
8736befc;3070090;0;0;9
1cf83ae5;12665694;2;1;18
914d1653;15992936;2;1;7
6f5fb049;13176002;0;0;16
00ff05f4;10556762;2;2;0
a5d6acc5;19862099;0;1;13
ac385295;22263946;1;2;6
6a9ae82d;5313116;0;0;9
36e9a0c4;24209503;2;1;0
e5eb77bd;17508897;0;1;15
be0b7dc1;21160597;1;2;13
b3d52ab0;23720234;1;2;6
49b76f1f;14688616;2;1;13
fbb24e2e;22190154;0;1;17
ed76cc92;15623318;0;1;18
9ce058c0;13490817;0;2;17
eaa5b284;11348604;2;1;2
dbfcf345;4700535;2;2;8
cace6ee7;1709424;2;1;1
c632c5f5;795456;0;0;15
2940a3c1;23549363;0;0;16
f1812e0d;18900437;2;1;22
34db5da9;15148442;1;1;10
6923c764;17293642;2;2;10
71da875e;3080643;0;2;3
f0b5610e;12309398;0;2;19
24e0d8f0;260723;1;1;10
ea772fef;12533825;2;0;15
dfb21671;10199807;1;2;2
